studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,mipd1,mipd2,mipd3,mipd4,mipd5,mipd6,mipd7,mipd8,mipd9,mipd10,mipd11,mipd12,mipd13,mipd14,mipd15,mipds101,mipds102,mipds103,mipds105,mipds109,mipds110,mipds203,mipds204,mipds207,mipds308,mipds309,mipds401,mipds404,mipds503,mipds509,mipds601,mipds602,mipds603,mipds605,mipds610,mipds804,mipds901,mipds1001,mipds1011,mipds1012,mipde101,mipde102,mipde103,mipde105,mipde108,mipde109,mipde110,mipde501,mipde502,mipde504,mipdfp506,mipdfp601,mipdfp602,mipdfp603,mipdfp604,mipdfp605,mipdfp606,mipdfp608,mipdfp610,mipdfp701,mipdfp702,mipdsp201,mipdsp202,mipdsp203,mipdsp204,mipdsp205,mipdsp207,mipdsp208,mipdsp210,mipdsp211,mipdsp212,mipdsp217,cap1,cap2,cap3,cap4,cap5,cap6,cap7,cap8,cap9,cap10,cap12,cap13,cap14,cap15,cap16,cap17,cap18,cap19,cap20,cap21,cap22,cap23,cap24
"usaipogns2010-20",04nov2008,06nov2012,04nov2010,07nov2010,"National Adults",1,"Yes",77,1018,53.46827,12.80064,.3712325,.7355902,8.523615,4.142483,.193473,1.281636,3.272345,11.98943,0,0,1.674474,.5205111,1.026291,25.46085,26.89176,.2160612,.3623936,.1296367,0,2.660499,6.953243,1.810986,0,.255345,.3456979,.2023119,3.306718,1.805093,1.038076,.0540153,0,1.449574,.7709457,0,2.820254,2.057492,5.448671,2.057492,25.46085,26.89176,.2160612,.3623936,.1041022,.1296367,0,0,6.613437,.1050843,.1050843,1.038076,.0540153,0,.5372067,1.449574,0,.2926647,.7709457,0,.193473,0,.2366852,2.660499,6.953243,.1482965,1.810986,.1011559,.4448897,0,.4448897,0,59.7753,.3712325,6.953243,0,.1041022,2.660499,.6118461,0,1.805093,0,.7355902,2.640857,.4448897,.672736,2.145881,0,.193473,2.101686,11.98943,.3005215,4.946819,.5205111,1.026291
"usaipousa2010-22",04nov2008,06nov2012,10dec2010,12dec2010,"National Adults",1,"Yes",76,1019,49.23222,12.98605,.2224443,.5517012,9.758153,6.38621,.1254312,.7070203,5.425879,11.91106,.3057385,0,1.334666,.3302367,.7231891,25.90448,19.22135,.5580707,.6369551,2.619356,0,2.947633,4.976089,2.727148,0,.1077924,.1587488,.3341565,3.883956,1.550251,1.213155,.2675212,0,2.738907,.3831531,.1229813,3.671475,1.8506,3.755096,1.8506,25.90448,19.22135,.5580707,.6369551,.0548761,2.619356,0,0,7.767913,.439989,.439989,1.213155,.2675212,0,.9515131,2.738907,0,.8319615,.3831531,0,.1254312,0,0,2.947633,4.976089,.298879,2.727148,1.083804,.4762465,0,.4762465,0,57.79192,.2224443,4.976089,0,.0548761,2.947633,.2067654,.1229813,1.550251,0,.8574396,3.502274,.4762465,.2371433,4.397931,0,.1254312,2.428269,11.91106,.3772734,6.760544,.3302367,.7231891
"uspew2011-01pol",04nov2008,06nov2012,05jan2011,09jan2011,"National Adults",1,"Yes",41,737,56.08372,6.991973,.2316514,1.165138,9.762233,3.63685,.5665138,.7568808,1.990826,7.988533,.4288991,0,5.027523,0,5.369266,24.41743,23.20872,6.228211,1.114679,.5665138,0,1.366973,3.24656,1.227829,.1158257,.1158257,.559633,.2534404,1.534404,1.938074,.3233945,.3042814,0,2.181193,.0802752,.1995413,.6636086,.7321101,1.011927,1.442661,24.41743,23.20872,6.228211,1.114679,0,.5665138,0,3.068807,3.068807,1.686544,.1521407,.3233945,.3042814,0,.5665138,2.181193,0,.1811927,.0802752,0,.5665138,0,.2041284,1.366973,3.24656,.0779817,1.227829,.3486239,.2262997,0,.293578,0,63.65023,.2316514,3.5,0,0,1.366973,.5573395,.1995413,1.938074,0,1.340596,1.736239,.293578,.4541284,3.204129,0,.5665138,.5848624,7.988533,0,7.018349,0,5.369266
"usaipogns2011-01",04nov2008,06nov2012,07jan2011,09jan2011,"National Adults",1,"Yes",77,1015,46.21134,13.5909,.5803699,.8257216,13.04699,6.907289,0,1.133643,4.205465,10.12445,.4739523,0,1.58641,.1694798,1.143989,21.00959,22.43144,1.102112,.0847399,.2709707,0,1.637648,6.574241,3.318323,0,.5803699,.4966153,.0492674,5.018869,2.83189,.3271355,1.029688,0,3.72363,.1803187,.3857637,3.388283,1.748007,4.118754,1.748007,21.00959,22.43144,1.102112,.0847399,0,.2709707,0,0,10.03774,.1773626,.1773626,.3271355,1.029688,0,.9843625,3.72363,0,.6621538,.1803187,0,0,0,.070945,1.637648,6.574241,.1261245,3.318323,.6956556,.5839828,0,.5839828,0,55.63224,.5803699,6.574241,0,0,1.637648,.4916886,.3857637,2.83189,0,1.299674,4.099376,.5839828,1.361751,5.915043,0,0,1.169608,10.12445,.2069231,5.791875,.1694798,1.143989
"uscbsnyt2011-01c",04nov2008,06nov2012,15jan2011,19jan2011,"National Adults",1,"Yes",62,1036,52.58382,12.25328,.4086818,2.261971,9.646957,4.670738,.2332015,.9158177,2.980751,7.304647,.252474,0,1.371024,.1025083,5.014121,23.39611,28.1418,.139316,.2820425,.4624937,0,2.138291,6.935717,.4559945,0,.1978738,1.600011,.1622565,3.134755,2.573228,.9897549,.4162588,.0786669,2.591084,.1043422,0,1.094338,2.292488,1.188514,.6218063,23.39611,28.1418,.139316,.2820425,0,.4624937,0,0,6.26951,.8042201,.4162588,.9897549,.4162588,.0786669,.2261552,2.591084,0,.2644752,.1043422,0,.2332015,1.580094,0,2.138291,6.935717,.4000911,.4559945,.2276031,0,.0860992,.4293861,0,59.4689,.4086818,7.038032,0,0,2.138291,.2076227,.6058798,2.573228,.0687249,2.514445,2.367455,.5154853,0,3.728424,0,.2332015,1.358572,7.304647,0,4.351775,.1025083,5.014121
"usaipogns2011-03",04nov2008,06nov2012,02feb2011,05feb2011,"National Adults",1,"Yes",77,1012,50.4926,16.16895,.6825264,.7418764,9.000444,5.634304,.0989169,1.292349,4.795489,7.552302,0,0,1.735002,0,1.805233,21.90217,25.99931,.4555121,.5588803,1.041595,0,2.342351,9.504921,2.851114,0,.3828082,.2878481,.2947722,3.612938,1.774569,.7952915,.3610466,0,1.776547,.352144,.0875414,4.205945,1.354666,3.072358,1.354666,21.90217,25.99931,.4555121,.5588803,.1315594,1.041595,0,0,7.225877,0,0,.7952915,.3610466,0,1.150403,1.776547,0,1.198872,.352144,0,.0989169,0,.0613285,2.342351,9.504921,.5203027,2.851114,.2057471,.3415929,0,.3415929,0,57.38909,.6825264,9.504921,0,.1315594,2.342351,.6953855,.0875414,1.774569,0,.7418764,3.774338,.3415929,.5826203,3.287997,0,.0989169,2.346308,7.552302,.3303823,6.530491,0,1.805233
"uscbs2011-02a",04nov2008,06nov2012,11feb2011,14feb2011,"National Adults",1,"Yes",64,1031,50.66269,13.25068,.4828764,.8966297,9.670413,6.738496,.1075645,.5860278,2.841052,5.896279,1.118387,0,3.357293,.0686706,4.322949,21.70728,26.51412,1.097889,.2263802,.501402,0,2.525196,6.442135,.7707174,0,.380501,.8202968,.0522789,3.466653,.5747768,1.15353,.2937414,.140154,4.336722,.6137677,0,1.429279,1.641305,2.148009,.4122175,21.70728,26.51412,1.097889,.2263802,0,.501402,0,0,6.933305,2.162332,.1907355,1.15353,.2937414,.140154,.0811826,4.336722,0,.1193976,.6137677,0,.1075645,1.716571,.2640132,2.525196,6.442135,.5022264,.7707174,.0417067,0,.2119283,.7318558,.0443255,59.07253,.4828764,6.442135,0,0,2.525196,.1816667,.4043612,.5747768,0,2.015016,3.297853,.9437842,.5367557,5.042536,0,.1075645,1.886695,5.896279,0,6.198345,.0686706,4.322949
"usaipogns2011-04",04nov2008,06nov2012,03mar2011,06mar2011,"National Adults",1,"Yes",76,1020,49.97102,11.38659,.5088209,.8152922,12.27751,6.803269,.2642332,3.262642,2.772485,9.260442,.1728812,0,1.428235,.445955,.6306236,25.53338,20.45008,3.035735,.4380968,.347727,0,2.11976,4.918274,2.934397,0,.3506739,.4911399,.3241523,5.199206,1.480295,.9518291,.3713017,0,2.716986,.4096106,2.134985,2.274796,1.442232,3.200758,1.442232,25.53338,20.45008,3.035735,.4380968,0,.347727,0,0,10.39841,.3988056,.3988056,.9518291,.3713017,0,.726887,2.716986,0,1.626655,.4096106,0,.2642332,0,.3084358,2.11976,4.918274,.2455699,2.934397,.3663903,.2468796,0,.2468796,0,60.56982,.5088209,4.918274,0,0,2.11976,.4253271,2.134985,1.480295,0,.9881733,3.735282,.2468796,.1660053,4.21398,0,.2642332,2.988095,9.260442,.70233,4.200719,.445955,.6306236
"uscbs2011-03b",04nov2008,06nov2012,18mar2011,21mar2011,"National Adults",1,"Yes",63,1022,53.58597,12.64332,.3153704,.4600904,8.990225,7.829854,.227599,.5334779,2.890976,6.695953,.2867982,0,1.865118,0,3.675244,24.9671,26.54718,1.637878,0,.4338177,0,3.080316,4.776447,.7948188,0,.2824928,.1106683,.3016714,3.328611,.5365112,1.55327,.3687964,.2529421,2.981488,2.157591,0,.8160685,1.328802,2.417513,.7418982,24.9671,26.54718,1.637878,0,0,.4338177,0,0,6.657221,1.697077,.3687964,1.55327,.3687964,.2529421,.217129,2.981488,0,.298638,2.157591,0,.227599,2.069428,.5050035,3.080316,4.776447,.2854283,.7948188,.1189855,0,.1302383,.7885238,.0941316,61.69046,.3153704,4.776447,.0994155,0,3.080316,.1994182,0,.5365112,.0494142,.7468886,3.699397,.918762,.3340597,4.189152,0,.227599,4.0095,6.695953,0,4.756094,0,3.675244
"usaipogns2011-06",04nov2008,06nov2012,07apr2011,11apr2011,"National Adults",1,"Yes",76,1076,39.75719,14.67452,.3901315,.2693765,16.22204,6.889536,.0770974,3.261314,4.155829,10.46203,.2099279,0,1.36546,.5786951,1.686854,21.93747,14.90952,2.209816,.1644126,.2303634,0,3.561343,4.390837,4.884694,0,.0770974,.0919596,.177417,7.122687,1.476926,1.170395,.305603,0,2.874898,.353905,1.51594,2.797181,1.530569,3.238556,1.530569,21.93747,14.90952,2.209816,.1644126,.1681281,.2303634,0,0,14.24537,.4997399,.4997399,1.170395,.305603,0,.2480122,2.874898,0,1.936724,.353905,0,.0770974,0,.4486512,3.561343,4.390837,.4458646,4.884694,.2359367,.3535954,0,.3535954,0,53.9329,.3901315,4.545032,0,.1681281,3.561343,.7774764,1.51594,1.476926,0,.4793044,6.132805,.3535954,.3158208,3.928253,0,.0770974,3.461024,10.46203,.635357,5.52129,.5786951,1.686854
"uscbsnyt2011-04a",04nov2008,06nov2012,15apr2011,20apr2011,"National Adults",1,"Yes",62,1332,46.1414,10.30521,.2517143,.2386697,17.49843,5.545067,.089542,1.657344,3.379392,8.37148,.2653308,0,1.588798,.0596402,4.60798,18.11452,21.3846,5.484242,.2682174,.377408,0,1.990593,6.046289,.4421135,0,.1517965,.1556636,.0830061,7.252655,2.188141,.7167035,.2057995,0,3.969585,.0520422,0,1.877849,1.397623,1.616167,.93823,18.11452,21.3846,5.484242,.2682174,0,.377408,0,0,14.50531,.8049791,.2057995,.7167035,.2057995,0,.1604566,3.969585,0,.4404795,.0520422,0,.089542,.4872521,.0446893,1.990593,6.046289,.3580045,.4421135,.4652751,0,.1485694,.3146633,.0077614,61.65235,.2517143,6.046289,0,0,1.990593,.9714814,.3804717,2.188141,.0566173,.5040004,1.283203,.4632327,.3642136,4.541641,0,.089542,1.209225,8.37148,0,4.968191,.0596402,4.60798
"usaipogns2011-09",04nov2008,06nov2012,05may2011,08may2011,"National Adults",1,"Yes",77,1017,53.25898,11.53759,.630039,.8948524,11.26096,5.123005,.0758016,2.352802,4.130202,7.064806,.0511907,0,2.245499,.5522686,.8220041,30.93886,17.33592,3.966293,.2037783,.5699885,0,2.316378,3.052736,4.26228,0,.630039,.3041908,.2953308,4.570737,2.119491,.7875488,.3671947,0,2.192339,.0826926,1.951152,3.220254,1.257863,2.996624,1.257863,30.93886,17.33592,3.966293,.2037783,.1663697,.5699885,0,0,9.141474,0,0,.7875488,.3671947,0,.6024749,2.192339,0,1.090755,.0826926,0,.0758016,0,.2559534,2.316378,3.052736,.3671947,4.26228,.3307705,.4761389,0,.4761389,0,62.48708,.630039,3.052736,0,.1663697,2.316378,.0521751,1.951152,2.119491,0,.946043,5.361567,.4761389,.3465215,3.162009,0,.0758016,1.960997,7.064806,.0807238,6.3757,.5522686,.8220041
"uspew2011-05pol",04nov2008,06nov2012,25may2011,29may2011,"National Adults",1,"Yes",36,742,55.43841,8.816403,0,.4968729,10.45658,7.141621,.4375448,.7613773,1.043186,3.399006,.1112402,0,5.218401,0,6.679356,26.27246,19.04927,7.427137,2.605493,.0840482,0,1.413987,2.915729,2.14158,0,0,.2224804,.1371962,1.893555,.9888018,1.530171,.5117049,0,3.881047,0,.4103528,.3477286,.4998393,.6110795,.7885694,26.27246,19.04927,7.427137,2.605493,0,.0840482,0,3.787111,3.787111,1.893555,0,1.530171,.5117049,0,.573505,3.881047,0,.6451932,0,0,.4375448,.5092329,.1656243,1.413987,2.915729,.7564334,2.14158,.3460806,.3823367,.1854003,0,0,65.25227,0,3.052925,0,0,1.413987,.3510246,.4103528,.9888018,0,.4709168,3.955207,.1854003,0,4.966257,0,.4375448,2.175364,3.399006,0,6.261587,0,6.679356
"uscbs2011-06a",04nov2008,06nov2012,03jun2011,07jun2011,"National Adults",1,"Yes",62,1024,50.29837,10.49998,.5916597,1.168085,13.1283,5.383677,.318169,1.385275,5.051397,6.731925,.0792005,0,1.31711,.5247152,3.522125,24.95557,22.95251,1.519929,.1157245,.1402854,0,2.757367,4.651147,.171894,0,.2693401,.2079134,.5312583,4.922147,2.142221,.9664213,.3950257,0,3.021141,.2331091,0,1.833427,1.952618,1.348979,1.035075,24.95557,22.95251,1.519929,.1157245,0,.1402854,0,0,9.844295,1.141782,.3950257,.9664213,.3950257,0,.6046969,3.021141,0,.1632838,.2331091,0,.318169,2.012532,.0654307,2.757367,4.651147,.1316427,.171894,0,0,.4801345,.1457542,.0840833,60.72468,.5916597,4.651147,0,0,2.757367,.3761778,1.009098,2.142221,.3427788,1.247285,2.122803,.6258886,.1647487,4.415889,0,.318169,1.362814,6.731925,0,6.368508,.5247152,3.522125
"usaipogns2011-11",04nov2008,06nov2012,09jun2011,12jun2011,"National Adults",1,"Yes",77,1016,53.34604,13.2795,.7463055,.6456135,13.07219,4.664409,.0918074,1.545918,4.251276,5.62049,0,0,1.495573,.3593323,.8815487,32.23526,17.85704,1.734469,.3731527,.4886524,0,2.868735,4.939832,3.7516,0,.4955626,.5153062,.1303073,4.845556,3.315926,1.327752,.0720639,0,1.319855,.279371,.4955626,3.338137,.6683186,1.633777,.6683186,32.23526,17.85704,1.734469,.3731527,0,.4886524,0,0,9.691113,.0651537,.0651537,1.327752,.0720639,0,.4689089,1.319855,0,1.196458,.279371,0,.0918074,0,.1164868,2.868735,4.939832,.1836149,3.7516,.5419599,.4386355,0,.4386355,0,62.92165,.7463055,4.939832,0,0,2.868735,.3771015,.4955626,3.315926,0,.6456135,4.490337,.4386355,.7008954,1.925982,0,.0918074,2.803581,5.62049,.6298187,5.746849,.3593323,.8815487
"uscbsnyt2011-06c",04nov2008,06nov2012,24jun2011,28jun2011,"National Adults",1,"Yes",53,979,54.56148,10.76447,.962666,1.115628,10.50225,5.490194,.0320735,.552809,2.589632,8.42666,0,0,1.113381,.1939735,3.694791,27.07518,26.48059,.8466633,0,.1590398,0,2.492952,4.446885,.3910793,0,.3421859,.354954,.7117467,3.682585,1.269867,.3861083,.7076609,0,3.281818,.6409602,0,1.207303,2.690705,2.166956,1.050051,27.07518,26.48059,.8466633,0,0,.1590398,0,0,7.365169,1.867211,.7076609,.3861083,.7076609,0,.2489275,3.281818,0,.2247191,.6409602,0,.0320735,1.268641,.2224719,2.492952,4.446885,1.12145,.3910793,0,0,.3788049,.3771195,.0650664,63.08619,.962666,4.446885,0,0,2.492952,.3962206,.1565884,1.269867,.1362615,1.115628,2.932448,.7559244,0,4.946067,0,.0320735,1.251788,8.42666,0,3.703013,.1939735,3.694791
"usaipogns2011-12",04nov2008,06nov2012,07jul2011,10jul2011,"National Adults",1,"Yes",58,1013,51.3236,11.11386,.7485711,.5705753,15.56771,3.894152,0,1.568835,3.922335,8.117102,.124597,0,.9117339,.4044459,1.732492,27.13842,20.37755,1.709254,.2106283,1.259815,0,1.553507,4.697111,3.112948,0,.0692206,.3391808,.2313945,6.61106,2.192315,.3055594,.0613097,0,2.450408,.0573542,.5354706,3.245951,.9787295,3.15102,.9787295,27.13842,20.37755,1.709254,.2106283,.2966596,1.259815,0,0,13.22212,.1532741,.1532741,.3055594,.0613097,0,0,2.450408,0,1.01952,.0573542,0,0,0,.2145838,1.553507,4.697111,.5240986,3.112948,.2917153,.359947,0,.359947,0,64.2095,.7485711,4.697111,0,.2966596,1.553507,.4894883,.5354706,2.192315,0,.6951724,4.211577,.359947,.3826909,2.664992,0,0,1.382434,8.117102,.4924549,4.834069,.4044459,1.732492
"usaipogns2011-15",04nov2008,06nov2012,11aug2011,14aug2011,"National Adults",1,"Yes",55,1006,52.01218,10.51079,.5800153,.2036013,14.68015,2.332973,.0417134,.609314,5.280225,9.869696,.1658605,0,.8730025,.7528281,2.087658,26.10566,23.5959,.5368121,.1489765,.5591586,0,.7905688,3.012305,4.712293,0,.5800153,.0923655,.1112358,6.696496,1.171949,.5293633,.0546247,0,.6614558,.19069,.2656748,4.292676,1.329119,3.211437,1.329119,26.10566,23.5959,.5368121,.1489765,.0486657,.5591586,0,0,13.39299,.1152085,.1152085,.5293633,.0546247,0,.3207961,.6614558,0,.5760426,.19069,0,.0417134,0,.19069,.7905688,3.012305,.9405385,4.712293,.5829948,.1407001,0,.1407001,0,64.92249,.5800153,3.012305,0,.0486657,.7905688,.0248294,.2656748,1.171949,0,.3694618,5.984222,.1407001,1.140167,1.152085,0,.0417134,1.296096,9.869696,.1956559,6.153227,.7528281,2.087658
"usaipogns2011-17",04nov2008,06nov2012,08sep2011,11sep2011,"National Adults",1,"Yes",56,1015,57.86567,8.880655,.7223169,.4188059,10.65048,3.571182,.3586949,1.026321,3.383459,11.72509,0,0,.8376117,0,.5597218,24.14884,30.02789,.98986,1.228826,.7696174,0,1.634821,2.161038,3.217086,0,.6523517,.4188059,0,4.078676,1.823037,.4542812,.4089516,0,1.555001,.1083968,.1167729,2.689391,1.854324,4.251126,1.854324,24.14884,30.02789,.98986,1.228826,.0660235,.7696174,0,0,8.157352,.6700894,.6700894,.4542812,.4089516,0,.5912554,1.555001,0,.4532958,.1083968,0,.3586949,0,.178362,1.634821,2.161038,.9095479,3.217086,.6405267,.0696367,0,.0696367,0,65.96291,.7223169,2.161038,0,.0660235,1.634821,.416835,.1167729,1.823037,0,.4188059,4.374633,.0696367,.6346141,3.225298,0,.3586949,1.015974,11.72509,.4927128,4.22107,0,.5597218
"uscbsnyt2011-09a",04nov2008,06nov2012,10sep2011,15sep2011,"National Adults",1,"Yes",56,1566,59.48271,8.000844,.4194901,0,11.14607,5.057848,.4364322,.5608812,2.977087,9.709669,.0689623,0,1.617905,.0179752,.5041319,27.19578,31.85996,.1774792,0,.0798553,0,1.23976,2.744971,.9620517,0,.3398758,0,0,3.937291,1.338153,.5611911,.621074,0,2.369902,.3378097,0,1.509423,2.276824,2.438325,.9711426,27.19578,31.85996,.1774792,0,0,.0798553,0,0,7.874581,1.841528,.279683,.5611911,.621074,0,.9084015,2.369902,0,.2594695,.3378097,0,.4364322,.7139114,0,1.23976,2.744971,.4427683,.9620517,.740702,0,.053168,.9620517,.14146,69.62712,.4194901,2.744971,.0918043,0,1.23976,.26584,.2950411,1.338153,0,.0689623,2.260191,1.01522,.0327135,4.17906,0,.4364322,1.15847,9.709669,0,4.594992,.0179752,.5041319
"uscbs2011-09b",04nov2008,06nov2012,28sep2011,02oct2011,"National Adults",1,"Yes",56,1012,56.39472,8.166479,.7744991,.0903154,7.679181,6.741343,.4400159,1.127757,4.472655,9.271805,.0905789,0,.8515735,0,3.899076,21.8083,32.84961,.5086088,0,.4242551,0,2.503502,2.186245,.6952343,.1051374,.3810243,0,0,3.088708,.8379372,.7590842,.3728228,0,4.009105,.017737,0,1.353315,2.565639,2.013174,.3689691,21.8083,32.84961,.5086088,0,0,.4242551,0,0,6.177415,.6638281,.1132401,.7590842,.3728228,0,.9946552,4.009105,0,.5879394,.017737,0,.4400159,.6113582,.4693634,2.503502,2.186245,.3318152,.6952343,.7059226,0,.0429344,.6201032,0,63.45474,.7744991,2.186245,0,0,2.503502,.645844,.4819127,.8379372,0,.1808943,2.107771,.6630376,.3739097,5.489823,0,.4400159,1.364761,9.271805,0,5.324228,0,3.899076
"usaipogns2011-19",04nov2008,06nov2012,06oct2011,09oct2011,"National Adults",1,"Yes",53,1003,56.09985,11.05934,1.365831,.4748982,8.825524,4.174315,.1157315,1.16829,2.531627,10.25172,0,0,1.265065,.2035278,2.464283,27.42238,26.08947,.3521829,.6544816,.3511852,0,2.317623,3.49589,2.940511,0,1.268058,.4748982,0,3.601644,1.594301,.6544816,.2923218,0,.941815,.0778195,.1785857,1.954299,1.423697,3.190598,1.423697,27.42238,26.08947,.3521829,.6544816,.0858009,.3511852,0,0,7.203288,.0279352,.0279352,.6544816,.2923218,0,1.515484,.941815,0,.6923937,.0778195,0,.1157315,0,.4988427,2.317623,3.49589,.3611621,2.940511,.9936946,.2258095,0,.2258095,0,63.06668,1.365831,3.49589,0,.0858009,2.317623,.3132732,.1785857,1.594301,0,.4748982,4.026326,.2258095,1.522468,2.777556,0,.1157315,1.424695,10.25172,.2983079,3.796692,.2035278,2.464283
"usaipogns2011-20",04nov2008,06nov2012,03nov2011,06nov2011,"National Adults",1,"Yes",53,1007,59.81739,10.74339,.9812908,0,6.983602,3.065413,.2550359,.4826755,2.926438,11.43727,.1036084,0,1.399709,.5638685,1.240312,25.98677,29.82028,1.397218,.8268744,.710315,0,1.713523,1.378788,5.629387,0,.7641116,0,0,2.582239,1.646775,.2659945,.2709757,0,1.224372,.6395824,.2007412,2.387143,1.811901,4.350555,1.811901,25.98677,29.82028,1.397218,.8268744,.1783259,.710315,0,0,5.164478,.1723485,.1723485,.2659945,.2709757,0,.2520472,1.224372,0,.412441,.6395824,0,.2550359,0,.1195481,1.713523,1.378788,.1315029,5.629387,.8727012,.4489695,0,.4489695,0,64.77863,.9812908,1.378788,0,.1783259,1.713523,.0617665,.2007412,1.646775,0,.1036084,6.329408,.4489695,.9962342,1.919743,0,.2550359,1.318018,11.43727,.1215406,4.326147,.5638685,1.240312
"uspew2011-12pol",04nov2008,06nov2012,07dec2011,11dec2011,"National Adults",1,"Yes",55,1521,42.14703,9.352203,.5641475,1.051366,9.615266,4.494611,.8303049,.7533756,3.52548,14.23544,.3024113,0,7.399351,0,5.729015,19.56654,16.57957,2.687953,1.863986,.7197744,0,1.532689,1.275522,1.886976,.2820737,.2820737,.3377811,.2860528,1.721269,.8037775,.3590029,.4102891,0,2.730545,.1025723,.4182473,2.038182,1.325835,1.494725,1.768487,19.56654,16.57957,2.687953,1.863986,0,.7197744,0,3.442538,3.442538,1.926413,.2051445,.3590029,.4102891,0,.2475882,2.730545,0,.6446136,.1025723,0,.8303049,.874517,.1397105,1.532689,1.275522,.5818323,1.886976,1.130948,1.132421,.4164788,.2475882,.1335208,51.15512,.5641475,1.561574,0,0,1.532689,.3351284,.4182473,.8037775,0,1.067724,4.748978,.664067,.7292063,3.593566,0,.8303049,1.106189,14.23544,0,10.92483,0,5.729015
"uscbs2011-12b",04nov2008,06nov2012,14dec2011,18dec2011,"National Adults",1,"Yes",64,992,56.65649,9.098119,.9601417,1.557443,6.810039,3.257647,0,.9341838,3.914307,11.95862,.1880397,0,.655854,.0655249,3.943592,22.02595,32.03594,1.357643,0,.6138677,0,1.090536,2.09831,1.48629,0,.3723831,1.000179,.5572642,2.251235,1.862621,.644362,.4558014,.0905252,1.052986,.259025,0,1.718114,2.709153,3.490731,.3853873,22.02595,32.03594,1.357643,0,0,.6138677,0,0,4.50247,.4449478,.100858,.644362,.4558014,.0905252,.3801453,1.052986,0,.3748025,.259025,0,0,1.279248,.2139137,1.090536,2.09831,.2708699,1.48629,1.03106,0,.2180468,1.1796,.2302445,61.99701,.9601417,2.09831,0,0,1.090536,.0924405,.7212782,1.862621,.055545,1.745483,3.425021,1.397647,.6575677,2.080315,0,0,1.27819,11.95862,0,4.570161,.0655249,3.943592
"usaipousa2011-22",04nov2008,06nov2012,15dec2011,18dec2011,"National Adults",1,"Yes",56,1019,44.35476,12.78886,1.406156,.289474,11.23748,2.63961,.6348801,1.094604,6.999382,14.8142,.1256022,0,2.497326,.2433544,.8743094,21.14337,21.35435,.3772974,0,.2619984,0,2.4463,3.652278,3.050761,0,1.005799,.040232,.249242,4.824893,1.587691,.4680646,.2482607,0,.3571814,.2394293,.2497326,5.605655,2.451942,5.782119,2.451942,21.14337,21.35435,.3772974,0,.3797505,.2619984,0,0,9.649786,0,0,.4680646,.2482607,0,.7624449,.3571814,0,.5642288,.2394293,0,.6348801,0,0,2.4463,3.652278,.1893847,3.050761,1.271723,1.089207,0,1.089207,0,54.05853,1.406156,3.744517,0,.3797505,2.4463,.20901,.2497326,1.587691,0,.4150762,4.329352,1.089207,.9498671,1.367887,0,.6348801,1.271723,14.8142,.4317577,9.496708,.2433544,.8743094
"uscbs2012-01a",04nov2008,06nov2012,04jan2012,08jan2012,"National Adults",1,"Yes",60,1413,56.91266,9.074724,1.23191,1.163262,7.12279,3.700967,.4893812,.2551293,3.06995,11.62868,.0265155,0,2.419234,.0849959,2.819798,29.71913,25.78738,.9491093,.0433826,.2392766,0,1.673285,2.883775,.7713327,0,.9601496,1.100488,.0627738,2.196695,1.478759,1.343551,.4608605,0,1.145605,.2456814,0,1.535706,3.942933,2.757472,1.390296,29.71913,25.78738,.9491093,.0433826,0,.2392766,0,0,4.39339,1.250641,.4159209,1.343551,.4608605,0,.4225734,1.145605,0,.0826959,.2456814,0,.4893812,1.733535,.3847109,1.673285,2.883775,.2120298,.7713327,.2773514,0,.4378599,.7008448,0,62.28599,1.23191,2.883775,0,0,1.673285,.0762203,.178909,1.478759,0,1.189778,3.101608,1.138705,.1321294,2.44496,0,.4893812,1.671929,11.62868,0,5.489184,.0849959,2.819798
"usaipogns2012-01",04nov2008,06nov2012,05jan2012,08jan2012,"National Adults",1,"Yes",54,1010,52.41088,10.09457,.6423728,1.049804,9.177605,4.912962,.3310996,.8049486,2.229965,15.56317,.115984,0,1.273841,.8396447,.5531543,27.84409,21.40846,.8802887,.1764543,.6433641,0,1.675324,3.529085,2.480603,0,.1714977,.3380388,.7117649,3.26936,2.303818,1.351164,.5729806,0,1.057734,.1665411,.4223007,1.745873,2.093907,5.674788,2.093907,27.84409,21.40846,.8802887,.1764543,.3677783,.6433641,0,0,6.538721,.3350648,.3350648,1.351164,.5729806,0,.5947896,1.057734,0,1.169753,.1665411,0,.3310996,0,.6156073,1.675324,3.529085,0,2.480603,1.063682,.3651347,0,.3651347,0,58.55506,.6423728,3.529085,0,.3677783,1.675324,.2042111,.4223007,2.303818,0,1.165788,3.461345,.3651347,1.090448,2.560569,0,.3310996,2.687458,15.56317,.1784369,3.503807,.8396447,.5531543
