year,cat,perc,subname,subcat,catname
2005,12,0,"Income","Third 25th","perc12"
2005,13,1.585,"Income","Third 25th","perc13"
2005,14,.19599999,"Income","Third 25th","perc14"
2005,15,3.345,"Income","Third 25th","perc15"
2005,1,16.562,"Income","Highest 25th","perc1"
2005,2,13.495,"Income","Highest 25th","perc2"
2005,3,.70899999,"Income","Highest 25th","perc3"
2005,4,1.318,"Income","Highest 25th","perc4"
2005,5,5.829,"Income","Highest 25th","perc5"
2005,6,36.060001,"Income","Highest 25th","perc6"
2005,7,.138,"Income","Highest 25th","perc7"
2005,8,7.3169999,"Income","Highest 25th","perc8"
2005,9,4.98,"Income","Highest 25th","perc9"
2005,10,8.2749996,"Income","Highest 25th","perc10"
2005,11,.15700001,"Income","Highest 25th","perc11"
2005,12,0,"Income","Highest 25th","perc12"
2005,13,1.933,"Income","Highest 25th","perc13"
2005,14,.13,"Income","Highest 25th","perc14"
2005,15,3.0969999,"Income","Highest 25th","perc15"
2006,1,16.650999,"Income","Lowest 25th","perc1"
2006,2,12.696,"Income","Lowest 25th","perc2"
2006,3,.95999998,"Income","Lowest 25th","perc3"
2006,4,2.224,"Income","Lowest 25th","perc4"
2006,5,5.5359998,"Income","Lowest 25th","perc5"
2006,6,35.158001,"Income","Lowest 25th","perc6"
2006,7,.18099999,"Income","Lowest 25th","perc7"
2006,8,5.0580001,"Income","Lowest 25th","perc8"
2006,9,3.858,"Income","Lowest 25th","perc9"
2006,10,7.145,"Income","Lowest 25th","perc10"
2006,11,.29499999,"Income","Lowest 25th","perc11"
2006,12,0,"Income","Lowest 25th","perc12"
2006,13,4.2350001,"Income","Lowest 25th","perc13"
2006,14,.32499999,"Income","Lowest 25th","perc14"
2006,15,5.6799998,"Income","Lowest 25th","perc15"
2006,1,16.278999,"Income","Second 25th","perc1"
2006,2,12.541,"Income","Second 25th","perc2"
2006,3,.88599998,"Income","Second 25th","perc3"
2006,4,1.479,"Income","Second 25th","perc4"
2006,5,7.9070001,"Income","Second 25th","perc5"
2006,6,34.249001,"Income","Second 25th","perc6"
2006,7,.34,"Income","Second 25th","perc7"
2006,8,5.6599998,"Income","Second 25th","perc8"
2006,9,5.1259999,"Income","Second 25th","perc9"
2006,10,6.8119998,"Income","Second 25th","perc10"
2006,11,.30899999,"Income","Second 25th","perc11"
2006,12,0,"Income","Second 25th","perc12"
2006,13,3.766,"Income","Second 25th","perc13"
2006,14,.33500001,"Income","Second 25th","perc14"
2006,15,4.3119998,"Income","Second 25th","perc15"
2006,1,14.556,"Income","Third 25th","perc1"
2006,2,11.653,"Income","Third 25th","perc2"
2006,3,.61699998,"Income","Third 25th","perc3"
2006,4,1.471,"Income","Third 25th","perc4"
2006,5,8.5790005,"Income","Third 25th","perc5"
2006,6,37.653999,"Income","Third 25th","perc6"
2006,7,.30199999,"Income","Third 25th","perc7"
2006,8,6.3039999,"Income","Third 25th","perc8"
2006,9,4.6090002,"Income","Third 25th","perc9"
2006,10,7.171,"Income","Third 25th","perc10"
2006,11,.244,"Income","Third 25th","perc11"
2006,12,0,"Income","Third 25th","perc12"
2006,13,3.395,"Income","Third 25th","perc13"
2006,14,.111,"Income","Third 25th","perc14"
2006,15,3.335,"Income","Third 25th","perc15"
2006,1,13.058,"Income","Highest 25th","perc1"
2006,2,11.556,"Income","Highest 25th","perc2"
2006,3,.36700001,"Income","Highest 25th","perc3"
2006,4,1.164,"Income","Highest 25th","perc4"
2006,5,8.6169996,"Income","Highest 25th","perc5"
2006,6,40.091,"Income","Highest 25th","perc6"
2006,7,.354,"Income","Highest 25th","perc7"
2006,8,5.335,"Income","Highest 25th","perc8"
2006,9,4.4970002,"Income","Highest 25th","perc9"
2006,10,8.5360003,"Income","Highest 25th","perc10"
2006,11,.15099999,"Income","Highest 25th","perc11"
2006,12,0,"Income","Highest 25th","perc12"
2006,13,3.552,"Income","Highest 25th","perc13"
2006,14,.146,"Income","Highest 25th","perc14"
2006,15,2.5780001,"Income","Highest 25th","perc15"
2007,1,13.109,"Income","Lowest 25th","perc1"
2007,2,15.104,"Income","Lowest 25th","perc2"
2007,3,.574,"Income","Lowest 25th","perc3"
2007,4,3.0480001,"Income","Lowest 25th","perc4"
2007,5,7.013,"Income","Lowest 25th","perc5"
2007,6,38.111,"Income","Lowest 25th","perc6"
2007,7,.106,"Income","Lowest 25th","perc7"
2007,8,3.0769999,"Income","Lowest 25th","perc8"
2007,9,3.8610001,"Income","Lowest 25th","perc9"
2007,10,7.0630002,"Income","Lowest 25th","perc10"
2007,11,.73299998,"Income","Lowest 25th","perc11"
2007,12,0,"Income","Lowest 25th","perc12"
2007,13,2.6819999,"Income","Lowest 25th","perc13"
2007,14,.54100001,"Income","Lowest 25th","perc14"
2007,15,4.9780002,"Income","Lowest 25th","perc15"
2007,1,12.151,"Income","Second 25th","perc1"
2007,2,15.928,"Income","Second 25th","perc2"
2007,3,.55900002,"Income","Second 25th","perc3"
2007,4,1.582,"Income","Second 25th","perc4"
2007,5,7.7379999,"Income","Second 25th","perc5"
2007,6,40.328999,"Income","Second 25th","perc6"
2007,7,.29300001,"Income","Second 25th","perc7"
2007,8,3.5350001,"Income","Second 25th","perc8"
2007,9,4.5370002,"Income","Second 25th","perc9"
2007,10,7.408,"Income","Second 25th","perc10"
2007,11,.23999999,"Income","Second 25th","perc11"
2007,12,0,"Income","Second 25th","perc12"
2007,13,2.237,"Income","Second 25th","perc13"
2007,14,.32100001,"Income","Second 25th","perc14"
2007,15,3.142,"Income","Second 25th","perc15"
2007,1,13.335,"Income","Third 25th","perc1"
2007,2,13.348,"Income","Third 25th","perc2"
2007,3,.352,"Income","Third 25th","perc3"
2007,4,1.318,"Income","Third 25th","perc4"
2007,5,9.9049997,"Income","Third 25th","perc5"
2007,6,40.860001,"Income","Third 25th","perc6"
2007,7,.40799999,"Income","Third 25th","perc7"
2007,8,3.9690001,"Income","Third 25th","perc8"
2007,9,4.098,"Income","Third 25th","perc9"
2007,10,7.2459998,"Income","Third 25th","perc10"
2007,11,.241,"Income","Third 25th","perc11"
2007,12,0,"Income","Third 25th","perc12"
2007,13,1.9400001,"Income","Third 25th","perc13"
2007,14,.23999999,"Income","Third 25th","perc14"
2007,15,2.7409999,"Income","Third 25th","perc15"
2007,1,10.031,"Income","Highest 25th","perc1"
2007,2,13.506,"Income","Highest 25th","perc2"
2007,3,.426,"Income","Highest 25th","perc3"
2007,4,.94499999,"Income","Highest 25th","perc4"
2007,5,10.323,"Income","Highest 25th","perc5"
2007,6,45.168999,"Income","Highest 25th","perc6"
2007,7,.285,"Income","Highest 25th","perc7"
2007,8,3.944,"Income","Highest 25th","perc8"
2007,9,3.7160001,"Income","Highest 25th","perc9"
2007,10,7.3390002,"Income","Highest 25th","perc10"
2007,11,.227,"Income","Highest 25th","perc11"
2007,12,0,"Income","Highest 25th","perc12"
2007,13,2.2520001,"Income","Highest 25th","perc13"
2007,14,.073,"Income","Highest 25th","perc14"
2007,15,1.765,"Income","Highest 25th","perc15"
2008,1,38.772999,"Income","Lowest 25th","perc1"
2008,2,13.562,"Income","Lowest 25th","perc2"
2008,3,.74400002,"Income","Lowest 25th","perc3"
2008,4,2.2750001,"Income","Lowest 25th","perc4"
2008,5,3.678,"Income","Lowest 25th","perc5"
2008,6,20.358999,"Income","Lowest 25th","perc6"
2008,7,.23899999,"Income","Lowest 25th","perc7"
2008,8,5.3390002,"Income","Lowest 25th","perc8"
2008,9,2.951,"Income","Lowest 25th","perc9"
2008,10,5.4910002,"Income","Lowest 25th","perc10"
2008,11,.26300001,"Income","Lowest 25th","perc11"
2008,12,0,"Income","Lowest 25th","perc12"
2008,13,2.227,"Income","Lowest 25th","perc13"
2008,14,.51700002,"Income","Lowest 25th","perc14"
2008,15,3.5810001,"Income","Lowest 25th","perc15"
2008,1,44.187,"Income","Second 25th","perc1"
2008,2,10.31,"Income","Second 25th","perc2"
2008,3,.63099998,"Income","Second 25th","perc3"
2008,4,.76499999,"Income","Second 25th","perc4"
2008,5,4.566,"Income","Second 25th","perc5"
2008,6,19.712,"Income","Second 25th","perc6"
2008,7,.242,"Income","Second 25th","perc7"
2008,8,5.3940001,"Income","Second 25th","perc8"
2008,9,3.562,"Income","Second 25th","perc9"
2008,10,5.4889998,"Income","Second 25th","perc10"
2008,11,.301,"Income","Second 25th","perc11"
2008,12,0,"Income","Second 25th","perc12"
2008,13,1.91,"Income","Second 25th","perc13"
2008,14,.46799999,"Income","Second 25th","perc14"
2008,15,2.4649999,"Income","Second 25th","perc15"
2008,1,46.022999,"Income","Third 25th","perc1"
2008,2,9.7290001,"Income","Third 25th","perc2"
2008,3,.47400001,"Income","Third 25th","perc3"
2008,4,.40799999,"Income","Third 25th","perc4"
2008,5,5.7389998,"Income","Third 25th","perc5"
2008,6,18.106001,"Income","Third 25th","perc6"
2008,7,.206,"Income","Third 25th","perc7"
2008,8,5.744,"Income","Third 25th","perc8"
2008,9,3.3499999,"Income","Third 25th","perc9"
2008,10,5.9190001,"Income","Third 25th","perc10"
2008,11,.081,"Income","Third 25th","perc11"
2008,12,0,"Income","Third 25th","perc12"
2008,13,2.1170001,"Income","Third 25th","perc13"
2008,14,.149,"Income","Third 25th","perc14"
2008,15,1.955,"Income","Third 25th","perc15"
2008,1,47.354,"Income","Highest 25th","perc1"
2008,2,8.5109997,"Income","Highest 25th","perc2"
2008,3,.28,"Income","Highest 25th","perc3"
2008,4,.40000001,"Income","Highest 25th","perc4"
2008,5,6.3899999,"Income","Highest 25th","perc5"
2008,6,20.493999,"Income","Highest 25th","perc6"
2008,7,.14,"Income","Highest 25th","perc7"
2008,8,5.197,"Income","Highest 25th","perc8"
2008,9,2.5369999,"Income","Highest 25th","perc9"
2008,10,5.6160002,"Income","Highest 25th","perc10"
2008,11,.044,"Income","Highest 25th","perc11"
2008,12,0,"Income","Highest 25th","perc12"
2008,13,1.8890001,"Income","Highest 25th","perc13"
2008,14,.045,"Income","Highest 25th","perc14"
2008,15,1.103,"Income","Highest 25th","perc15"
2009,1,50.367001,"Income","Lowest 25th","perc1"
2009,2,17.441,"Income","Lowest 25th","perc2"
2009,3,.60399997,"Income","Lowest 25th","perc3"
2009,4,1.618,"Income","Lowest 25th","perc4"
2009,5,4.3670001,"Income","Lowest 25th","perc5"
2009,6,10.376,"Income","Lowest 25th","perc6"
2009,7,.06,"Income","Lowest 25th","perc7"
2009,8,1.485,"Income","Lowest 25th","perc8"
2009,9,3.1630001,"Income","Lowest 25th","perc9"
2009,10,4.3569999,"Income","Lowest 25th","perc10"
2009,11,.294,"Income","Lowest 25th","perc11"
2009,12,0,"Income","Lowest 25th","perc12"
2009,13,2.1719999,"Income","Lowest 25th","perc13"
2009,14,.60100001,"Income","Lowest 25th","perc14"
2009,15,3.095,"Income","Lowest 25th","perc15"
2009,1,52.467999,"Income","Second 25th","perc1"
2009,2,17.281,"Income","Second 25th","perc2"
2009,3,.63499999,"Income","Second 25th","perc3"
2009,4,.71399999,"Income","Second 25th","perc4"
2009,5,4.1739998,"Income","Second 25th","perc5"
2009,6,9.1929998,"Income","Second 25th","perc6"
2009,7,.301,"Income","Second 25th","perc7"
2009,8,1.141,"Income","Second 25th","perc8"
2009,9,4.0159998,"Income","Second 25th","perc9"
2009,10,5.8299999,"Income","Second 25th","perc10"
2009,11,.134,"Income","Second 25th","perc11"
2009,12,0,"Income","Second 25th","perc12"
2009,13,1.748,"Income","Second 25th","perc13"
2009,14,.221,"Income","Second 25th","perc14"
2009,15,2.142,"Income","Second 25th","perc15"
2009,1,55.269001,"Income","Third 25th","perc1"
2009,2,15.333,"Income","Third 25th","perc2"
2009,3,.39899999,"Income","Third 25th","perc3"
2009,4,.40400001,"Income","Third 25th","perc4"
2009,5,5.0619998,"Income","Third 25th","perc5"
2009,6,7.9949999,"Income","Third 25th","perc6"
2009,7,.17299999,"Income","Third 25th","perc7"
2009,8,1.6,"Income","Third 25th","perc8"
2009,9,4.1420002,"Income","Third 25th","perc9"
2009,10,6.0539999,"Income","Third 25th","perc10"
2009,11,.111,"Income","Third 25th","perc11"
2009,12,0,"Income","Third 25th","perc12"
2009,13,1.745,"Income","Third 25th","perc13"
2009,14,.112,"Income","Third 25th","perc14"
2009,15,1.6,"Income","Third 25th","perc15"
2009,1,56.333,"Income","Highest 25th","perc1"
2009,2,14.977,"Income","Highest 25th","perc2"
2009,3,.48800001,"Income","Highest 25th","perc3"
2009,4,.22,"Income","Highest 25th","perc4"
2009,5,7.21,"Income","Highest 25th","perc5"
2009,6,8.316,"Income","Highest 25th","perc6"
2009,7,.105,"Income","Highest 25th","perc7"
2009,8,1.132,"Income","Highest 25th","perc8"
2009,9,2.441,"Income","Highest 25th","perc9"
2009,10,5.2600002,"Income","Highest 25th","perc10"
2009,11,.228,"Income","Highest 25th","perc11"
2009,12,0,"Income","Highest 25th","perc12"
2009,13,1.715,"Income","Highest 25th","perc13"
2009,14,.21600001,"Income","Highest 25th","perc14"
2009,15,1.357,"Income","Highest 25th","perc15"
2010,1,48.688,"Income","Lowest 25th","perc1"
2010,2,15.864,"Income","Lowest 25th","perc2"
2010,3,.62800002,"Income","Lowest 25th","perc3"
2010,4,1.342,"Income","Lowest 25th","perc4"
2010,5,5.6170001,"Income","Lowest 25th","perc5"
2010,6,8.5480003,"Income","Lowest 25th","perc6"
2010,7,.33199999,"Income","Lowest 25th","perc7"
2010,8,2.9519999,"Income","Lowest 25th","perc8"
2010,9,3.2179999,"Income","Lowest 25th","perc9"
2010,10,5.8109999,"Income","Lowest 25th","perc10"
2010,11,.245,"Income","Lowest 25th","perc11"
2010,12,0,"Income","Lowest 25th","perc12"
2010,13,2.4230001,"Income","Lowest 25th","perc13"
2010,14,.49700001,"Income","Lowest 25th","perc14"
2010,15,3.8340001,"Income","Lowest 25th","perc15"
2010,1,50.550999,"Income","Second 25th","perc1"
2010,2,12.769,"Income","Second 25th","perc2"
2010,3,.63700002,"Income","Second 25th","perc3"
2010,4,.64099997,"Income","Second 25th","perc4"
2010,5,7.921,"Income","Second 25th","perc5"
2010,6,7.0609999,"Income","Second 25th","perc6"
2010,7,.33199999,"Income","Second 25th","perc7"
2010,8,3.2909999,"Income","Second 25th","perc8"
2010,9,3.2720001,"Income","Second 25th","perc9"
2010,10,8.1660004,"Income","Second 25th","perc10"
2010,11,.109,"Income","Second 25th","perc11"
2010,12,0,"Income","Second 25th","perc12"
2010,13,1.962,"Income","Second 25th","perc13"
2010,14,.338,"Income","Second 25th","perc14"
2010,15,2.95,"Income","Second 25th","perc15"
2010,1,52.155998,"Income","Third 25th","perc1"
2010,2,12.304,"Income","Third 25th","perc2"
2010,3,.33899999,"Income","Third 25th","perc3"
2010,4,.27399999,"Income","Third 25th","perc4"
2010,5,8.8269997,"Income","Third 25th","perc5"
2010,6,9.0710001,"Income","Third 25th","perc6"
2010,7,.101,"Income","Third 25th","perc7"
2010,8,3.2479999,"Income","Third 25th","perc8"
2010,9,3.207,"Income","Third 25th","perc9"
2010,10,7.5549998,"Income","Third 25th","perc10"
2010,11,.009,"Income","Third 25th","perc11"
2010,12,0,"Income","Third 25th","perc12"
2010,13,1.538,"Income","Third 25th","perc13"
2010,14,.124,"Income","Third 25th","perc14"
2010,15,1.245,"Income","Third 25th","perc15"
2010,1,52.002998,"Income","Highest 25th","perc1"
2010,2,13.604,"Income","Highest 25th","perc2"
2010,3,.285,"Income","Highest 25th","perc3"
2010,4,.412,"Income","Highest 25th","perc4"
2010,5,9.4809999,"Income","Highest 25th","perc5"
2010,6,6.454,"Income","Highest 25th","perc6"
2010,7,.078,"Income","Highest 25th","perc7"
2010,8,3.0580001,"Income","Highest 25th","perc8"
2010,9,2.993,"Income","Highest 25th","perc9"
2010,10,8.6429996,"Income","Highest 25th","perc10"
2010,11,.177,"Income","Highest 25th","perc11"
2010,12,0,"Income","Highest 25th","perc12"
2010,13,1.734,"Income","Highest 25th","perc13"
2010,14,.01,"Income","Highest 25th","perc14"
2010,15,1.068,"Income","Highest 25th","perc15"
2011,1,50.678001,"Income","Lowest 25th","perc1"
2011,2,13.151,"Income","Lowest 25th","perc2"
2011,3,.68400002,"Income","Lowest 25th","perc3"
2011,4,1.0549999,"Income","Lowest 25th","perc4"
2011,5,7.8709998,"Income","Lowest 25th","perc5"
2011,6,6.8790002,"Income","Lowest 25th","perc6"
2011,7,.244,"Income","Lowest 25th","perc7"
2011,8,1.092,"Income","Lowest 25th","perc8"
2011,9,3.526,"Income","Lowest 25th","perc9"
2011,10,7.618,"Income","Lowest 25th","perc10"
2011,11,.23800001,"Income","Lowest 25th","perc11"
2011,12,0,"Income","Lowest 25th","perc12"
2011,13,2.4100001,"Income","Lowest 25th","perc13"
2011,14,.34200001,"Income","Lowest 25th","perc14"
2011,15,4.2119999,"Income","Lowest 25th","perc15"
2011,1,52.167999,"Income","Second 25th","perc1"
2011,2,11.154,"Income","Second 25th","perc2"
2011,3,.82200003,"Income","Second 25th","perc3"
2011,4,.685,"Income","Second 25th","perc4"
2011,5,10.444,"Income","Second 25th","perc5"
2011,6,5.0890002,"Income","Second 25th","perc6"
2011,7,.223,"Income","Second 25th","perc7"
2011,8,1.276,"Income","Second 25th","perc8"
2011,9,4.2670002,"Income","Second 25th","perc9"
2011,10,8.8959999,"Income","Second 25th","perc10"
2011,11,.14300001,"Income","Second 25th","perc11"
2011,12,0,"Income","Second 25th","perc12"
2011,13,1.819,"Income","Second 25th","perc13"
2011,14,.178,"Income","Second 25th","perc14"
2011,15,2.836,"Income","Second 25th","perc15"
2011,1,52.750999,"Income","Third 25th","perc1"
2011,2,9.6300001,"Income","Third 25th","perc2"
2011,3,.40900001,"Income","Third 25th","perc3"
2011,4,.29300001,"Income","Third 25th","perc4"
2011,5,13.569,"Income","Third 25th","perc5"
2011,6,4.868,"Income","Third 25th","perc6"
2011,7,.19400001,"Income","Third 25th","perc7"
2011,8,.97100002,"Income","Third 25th","perc8"
2011,9,3.9890001,"Income","Third 25th","perc9"
2011,10,9.7469997,"Income","Third 25th","perc10"
2011,11,.07,"Income","Third 25th","perc11"
2011,12,0,"Income","Third 25th","perc12"
2011,13,1.862,"Income","Third 25th","perc13"
2011,14,.094,"Income","Third 25th","perc14"
2011,15,1.552,"Income","Third 25th","perc15"
2011,1,54.634998,"Income","Highest 25th","perc1"
2011,2,9.5509996,"Income","Highest 25th","perc2"
2011,3,.48800001,"Income","Highest 25th","perc3"
2011,4,.234,"Income","Highest 25th","perc4"
2011,5,13.741,"Income","Highest 25th","perc5"
2011,6,3.1229999,"Income","Highest 25th","perc6"
2011,7,.296,"Income","Highest 25th","perc7"
2011,8,1.548,"Income","Highest 25th","perc8"
2011,9,2.5699999,"Income","Highest 25th","perc9"
2011,10,10.432,"Income","Highest 25th","perc10"
2011,11,.109,"Income","Highest 25th","perc11"
2011,12,0,"Income","Highest 25th","perc12"
2011,13,1.964,"Income","Highest 25th","perc13"
2011,14,.081,"Income","Highest 25th","perc14"
2011,15,1.228,"Income","Highest 25th","perc15"
2012,1,49.533001,"Income","Lowest 25th","perc1"
2012,2,13.62,"Income","Lowest 25th","perc2"
2012,3,1.1160001,"Income","Lowest 25th","perc3"
2012,4,2.3,"Income","Lowest 25th","perc4"
2012,5,7.3959999,"Income","Lowest 25th","perc5"
2012,6,4.138,"Income","Lowest 25th","perc6"
2012,7,.16500001,"Income","Lowest 25th","perc7"
2012,8,1.117,"Income","Lowest 25th","perc8"
2012,9,3.0829999,"Income","Lowest 25th","perc9"
2012,10,9.3730001,"Income","Lowest 25th","perc10"
2012,11,.50199997,"Income","Lowest 25th","perc11"
2012,12,0,"Income","Lowest 25th","perc12"
2012,13,2.335,"Income","Lowest 25th","perc13"
2012,14,.76200002,"Income","Lowest 25th","perc14"
2012,15,4.559,"Income","Lowest 25th","perc15"
2012,1,52.789001,"Income","Second 25th","perc1"
2012,2,11.691,"Income","Second 25th","perc2"
2012,3,.93000001,"Income","Second 25th","perc3"
2012,4,1.188,"Income","Second 25th","perc4"
2012,5,8.2209997,"Income","Second 25th","perc5"
2012,6,4.2729998,"Income","Second 25th","perc6"
2012,7,.215,"Income","Second 25th","perc7"
2012,8,1.4579999,"Income","Second 25th","perc8"
2012,9,3.4530001,"Income","Second 25th","perc9"
2012,10,10.505,"Income","Second 25th","perc10"
2012,11,.074,"Income","Second 25th","perc11"
2012,12,0,"Income","Second 25th","perc12"
2012,13,1.902,"Income","Second 25th","perc13"
2012,14,.523,"Income","Second 25th","perc14"
2012,15,2.78,"Income","Second 25th","perc15"
2012,1,53.118,"Income","Third 25th","perc1"
2012,2,10.007,"Income","Third 25th","perc2"
2012,3,.79500002,"Income","Third 25th","perc3"
2012,4,.70099998,"Income","Third 25th","perc4"
2012,5,9.8620005,"Income","Third 25th","perc5"
2012,6,2.723,"Income","Third 25th","perc6"
2012,7,.229,"Income","Third 25th","perc7"
2012,8,1.327,"Income","Third 25th","perc8"
2012,9,4.5679998,"Income","Third 25th","perc9"
2012,10,13.563,"Income","Third 25th","perc10"
2012,11,.134,"Income","Third 25th","perc11"
2012,12,0,"Income","Third 25th","perc12"
2012,13,1.502,"Income","Third 25th","perc13"
2012,14,.278,"Income","Third 25th","perc14"
2012,15,1.193,"Income","Third 25th","perc15"
2012,1,50.827999,"Income","Highest 25th","perc1"
2012,2,10.461,"Income","Highest 25th","perc2"
2012,3,.39899999,"Income","Highest 25th","perc3"
2012,4,.74599999,"Income","Highest 25th","perc4"
2012,5,12.437,"Income","Highest 25th","perc5"
2012,6,2.562,"Income","Highest 25th","perc6"
2012,7,.23199999,"Income","Highest 25th","perc7"
2012,8,1.554,"Income","Highest 25th","perc8"
2012,9,3.132,"Income","Highest 25th","perc9"
2012,10,14.384,"Income","Highest 25th","perc10"
2012,11,.093,"Income","Highest 25th","perc11"
2012,12,0,"Income","Highest 25th","perc12"
2012,13,1.605,"Income","Highest 25th","perc13"
2012,14,.34900001,"Income","Highest 25th","perc14"
2012,15,1.2180001,"Income","Highest 25th","perc15"
2013,1,35.073002,"Income","Lowest 25th","perc1"
2013,2,16.66,"Income","Lowest 25th","perc2"
2013,3,1.119,"Income","Lowest 25th","perc3"
2013,4,4.2690001,"Income","Lowest 25th","perc4"
2013,5,9.6339998,"Income","Lowest 25th","perc5"
2013,6,7.4250002,"Income","Lowest 25th","perc6"
2013,7,.033,"Income","Lowest 25th","perc7"
2013,8,1.262,"Income","Lowest 25th","perc8"
2013,9,5.348,"Income","Lowest 25th","perc9"
2013,10,11.561,"Income","Lowest 25th","perc10"
2013,11,.94499999,"Income","Lowest 25th","perc11"
2013,12,0,"Income","Lowest 25th","perc12"
2013,13,2.1389999,"Income","Lowest 25th","perc13"
2013,14,.84399998,"Income","Lowest 25th","perc14"
2013,15,3.687,"Income","Lowest 25th","perc15"
2013,1,36.130001,"Income","Second 25th","perc1"
2013,2,13.854,"Income","Second 25th","perc2"
2013,3,1.377,"Income","Second 25th","perc3"
2013,4,3.6989999,"Income","Second 25th","perc4"
2013,5,10.802,"Income","Second 25th","perc5"
2013,6,5.257,"Income","Second 25th","perc6"
2013,7,.145,"Income","Second 25th","perc7"
2013,8,1.057,"Income","Second 25th","perc8"
2013,9,6.1630001,"Income","Second 25th","perc9"
2013,10,15.551,"Income","Second 25th","perc10"
2013,11,.44499999,"Income","Second 25th","perc11"
2013,12,0,"Income","Second 25th","perc12"
2013,13,2.0539999,"Income","Second 25th","perc13"
2013,14,.66299999,"Income","Second 25th","perc14"
2013,15,2.802,"Income","Second 25th","perc15"
2013,1,37.536999,"Income","Third 25th","perc1"
2013,2,13.666,"Income","Third 25th","perc2"
2013,3,1.234,"Income","Third 25th","perc3"
2013,4,1.903,"Income","Third 25th","perc4"
2013,5,12.366,"Income","Third 25th","perc5"
2013,6,5.2010002,"Income","Third 25th","perc6"
2013,7,.125,"Income","Third 25th","perc7"
2013,8,1.021,"Income","Third 25th","perc8"
2013,9,5.704,"Income","Third 25th","perc9"
2013,10,17.535999,"Income","Third 25th","perc10"
2013,11,.29899999,"Income","Third 25th","perc11"
2013,12,0,"Income","Third 25th","perc12"
2013,13,1.709,"Income","Third 25th","perc13"
2013,14,.377,"Income","Third 25th","perc14"
2013,15,1.322,"Income","Third 25th","perc15"
2013,1,37.793999,"Income","Highest 25th","perc1"
2013,2,14.34,"Income","Highest 25th","perc2"
2013,3,.79500002,"Income","Highest 25th","perc3"
2013,4,1.613,"Income","Highest 25th","perc4"
2013,5,13.669,"Income","Highest 25th","perc5"
2013,6,4.0679998,"Income","Highest 25th","perc6"
2013,7,.089,"Income","Highest 25th","perc7"
2013,8,.79400003,"Income","Highest 25th","perc8"
2013,9,5.4559999,"Income","Highest 25th","perc9"
2013,10,18.513,"Income","Highest 25th","perc10"
2013,11,.168,"Income","Highest 25th","perc11"
2013,12,0,"Income","Highest 25th","perc12"
2013,13,1.613,"Income","Highest 25th","perc13"
2013,14,.252,"Income","Highest 25th","perc14"
2013,15,.83499998,"Income","Highest 25th","perc15"
2014,1,29.514,"Income","Lowest 25th","perc1"
2014,2,16.826,"Income","Lowest 25th","perc2"
2014,3,2.326,"Income","Lowest 25th","perc3"
2014,4,3.52,"Income","Lowest 25th","perc4"
2014,5,11.338,"Income","Lowest 25th","perc5"
2014,6,8.1210003,"Income","Lowest 25th","perc6"
2014,7,.057,"Income","Lowest 25th","perc7"
2014,8,1.602,"Income","Lowest 25th","perc8"
2014,9,5.1300001,"Income","Lowest 25th","perc9"
2014,10,12.613,"Income","Lowest 25th","perc10"
2014,11,.49599999,"Income","Lowest 25th","perc11"
2014,12,0,"Income","Lowest 25th","perc12"
2014,13,2.8299999,"Income","Lowest 25th","perc13"
2014,14,1.077,"Income","Lowest 25th","perc14"
2014,15,4.5500002,"Income","Lowest 25th","perc15"
2014,1,29.962999,"Income","Second 25th","perc1"
2014,2,16.625,"Income","Second 25th","perc2"
2014,3,2.211,"Income","Second 25th","perc3"
2014,4,2.299,"Income","Second 25th","perc4"
2014,5,10.32,"Income","Second 25th","perc5"
2014,6,7.927,"Income","Second 25th","perc6"
2014,7,.249,"Income","Second 25th","perc7"
2014,8,1.452,"Income","Second 25th","perc8"
2014,9,6.1690001,"Income","Second 25th","perc9"
2014,10,16.281,"Income","Second 25th","perc10"
2014,11,.296,"Income","Second 25th","perc11"
2014,12,0,"Income","Second 25th","perc12"
2014,13,2.411,"Income","Second 25th","perc13"
2014,14,.62,"Income","Second 25th","perc14"
2014,15,3.177,"Income","Second 25th","perc15"
2014,1,30.966999,"Income","Third 25th","perc1"
2014,2,15.961,"Income","Third 25th","perc2"
2014,3,1.528,"Income","Third 25th","perc3"
2014,4,1.827,"Income","Third 25th","perc4"
2014,5,11.288,"Income","Third 25th","perc5"
2014,6,8.507,"Income","Third 25th","perc6"
2014,7,.13699999,"Income","Third 25th","perc7"
2014,8,1.576,"Income","Third 25th","perc8"
2014,9,4.698,"Income","Third 25th","perc9"
2014,10,18.599001,"Income","Third 25th","perc10"
2014,11,.338,"Income","Third 25th","perc11"
2014,12,0,"Income","Third 25th","perc12"
2014,13,1.858,"Income","Third 25th","perc13"
2014,14,.38800001,"Income","Third 25th","perc14"
2014,15,2.3280001,"Income","Third 25th","perc15"
2014,1,30.606001,"Income","Highest 25th","perc1"
2014,2,18.166,"Income","Highest 25th","perc2"
2014,3,1.434,"Income","Highest 25th","perc3"
2014,4,1.225,"Income","Highest 25th","perc4"
2014,5,11.897,"Income","Highest 25th","perc5"
2014,6,7.1279998,"Income","Highest 25th","perc6"
2014,7,.192,"Income","Highest 25th","perc7"
2014,8,1.859,"Income","Highest 25th","perc8"
2014,9,4.6989999,"Income","Highest 25th","perc9"
2014,10,18.357,"Income","Highest 25th","perc10"
2014,11,.093,"Income","Highest 25th","perc11"
2014,12,0,"Income","Highest 25th","perc12"
