ccode,govtseq,minister_id,name,gender,birthyear,portfolio,party,marpor,mstart_day,mstart_month,mstart_year,mts_start,mend_day,mend_month,mend_year,mts_end,died
"Denmark",37,837,"Corydon","Male",1973,"Minister for Finance","S",13320,3,2,2014,03feb2014,,,,,0
"Denmark",37,1922,"Jorgensen","Male",1975,"Minister for Food, Agriculture and Fisheriers","S",13320,3,2,2014,03feb2014,,,,,0
"Denmark",37,2390,"Lidegaard","Male",1966,"Minister for Foreign Affairs","RV",13410,3,2,2014,03feb2014,,,,,0
"Denmark",37,1568,"Haekkerup","Male",1968,"Minister for Health and Prevention","S",13320,3,2,2014,03feb2014,,,,,0
"Denmark",37,1304,"Frederiksen","Female",1977,"Minister for Justice","S",13320,10,10,2014,10oct2014,,,,,0
"Denmark",37,1569,"Haekkerup","Female",1974,"Minister for Justice","S",13320,3,2,2014,03feb2014,9,10,2014,09oct2014,0
"Denmark",37,1147,"Engelbrecht","Male",1970,"Minister for Taxation","S",13320,2,9,2014,02sep2014,,,,,0
"Denmark",37,3123,"Ostergaard","Male",1976,"Minister for Taxation","RV",13410,3,2,2014,03feb2014,1,9,2014,01sep2014,0
"Denmark",37,1893,"Jensen","Male",1963,"Minister for Trade and Development","S",13320,3,2,2014,03feb2014,,,,,0
"Denmark",37,1765,"Huenicke","Male",1975,"Minister for Transport","S",13320,3,2,2014,03feb2014,,,,,0
"Denmark",37,3302,"Petersen","Male",1968,"Minister for the Climate, Energe and Buildings","RV",13410,3,2,2014,03feb2014,,,,,0
"Denmark",37,1606,"Hansen","Male",1957,"Ministr for Towns, Housing, and Countryside and Minister for Nordic Cooperation","S",13320,3,2,2014,03feb2014,,,,,0
"Denmark",37,4182,"Thorning-Schmidt","Male",1966,"Prime Minister","S",13320,3,2,2014,03feb2014,,,,,0
"Iceland",20,3856,"Sigfusson","Male",1955,"Minister of Agriculture, Minister of Communications","PA",15220,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,1413,"Gestsson","Male",1944,"Minister of Education","PA",15220,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,3951,"Solnes","Male",1937,"Minister of Environment","CiP",15621,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,1509,"Grimsson","Male",1943,"Minister of Finance","PA",15220,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,167,"Asgrimsson","Male",1947,"Minister of Fisheries","PP",15810,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,1604,"Hannibalsson","Male",1939,"Minister of Foreign Affairs","SDP",15320,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,404,"Bjarnason","Male",1944,"Minister of Health and Insurance","PP",15810,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,1526,"Gudbjartsson","Male",1935,"Minister of Justice and Church Affairs","CiP",15621,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,3857,"Sigurdardottir","Female",1942,"Minister of Social Affairs","SDP",15320,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,3858,"Sigurdsson","Male",1941,"Minister of Trade, Minister of Industry","SDP",15320,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",20,1625,"Harmannsson","Male",1928,"Prime Minister","PP",15810,10,9,1989,10sep1989,29,4,1991,29apr1991,0
"Iceland",21,434,"Blondal","Male",1938,"Minister of Agriculture, Minister of Communications","IP",15620,30,4,1991,30apr1991,22,4,1995,22apr1995,0
"Iceland",21,1126,"Einarsson","Male",1932,"Minister of Education","IP",15620,30,4,1991,30apr1991,22,4,1995,22apr1995,0
"Iceland",21,1530,"Gudnason","Male",1939,"Minister of Environment","SDP",15320,30,4,1991,30apr1991,13,6,1993,13jun1993,0
"Iceland",21,3899,"Skarphedinsson","Male",1953,"Minister of Environment","SDP",15320,14,6,1993,14jun1993,22,4,1995,22apr1995,0
"Iceland",21,3955,"Sophusson","Male",1943,"Minister of Finance","IP",15620,30,4,1991,30apr1991,22,4,1995,22apr1995,0
"Iceland",21,1604,"Hannibalsson","Male",1939,"Minister of Foreign Affairs","SDP",15320,30,4,1991,30apr1991,22,4,1995,22apr1995,0
"Iceland",21,4007,"Stefansson","Male",1955,"Minister of Health and Insurance","SDP",15320,14,6,1993,14jun1993,23,6,1994,23jun1994,0
"Iceland",21,409,"Bjorgvinsson","Male",1942,"Minister of Health and Insurance","SDP",15320,24,6,1994,24jun1994,22,4,1995,22apr1995,0
"Iceland",21,409,"Bjorgvinsson","Male",1942,"Minister of Health and Insurance","SDP",15320,30,4,1991,30apr1991,13,6,1993,13jun1993,0
"Iceland",21,3178,"Palsson","Male",1947,"Minister of Justice and Church Affairs, Minister of Fisheries","IP",15620,30,4,1991,30apr1991,22,4,1995,22apr1995,0
"Iceland",21,1529,"Gudmundsdottir","Female",1940,"Minister of Social Affairs","SDP",15320,12,11,1994,12nov1994,22,4,1995,22apr1995,0
"Iceland",21,4007,"Stefansson","Male",1955,"Minister of Social Affairs","SDP",15320,24,6,1994,24jun1994,11,11,1994,11nov1994,0
"Iceland",21,3857,"Sigurdardottir","Female",1942,"Minister of Social Affairs","SDP",15320,30,4,1991,30apr1991,23,6,1994,23jun1994,0
"Iceland",21,409,"Bjorgvinsson","Male",1942,"Minister of Trade, Minister of Industry","SDP",15320,14,6,1993,14jun1993,22,4,1995,22apr1995,0
"Iceland",21,3858,"Sigurdsson","Male",1941,"Minister of Trade, Minister of Industry","SDP",15320,30,4,1991,30apr1991,13,6,1993,13jun1993,0
"Iceland",21,3047,"Oddsson","Male",1948,"Prime Minister","IP",15620,30,4,1991,30apr1991,22,4,1995,22apr1995,0
"Iceland",22,167,"Asgrimsson","Male",1947,"Minister of Agriculture, Minister of Environment","PP",15810,12,5,1999,12may1999,27,5,1999,27may1999,0
"Iceland",22,404,"Bjarnason","Male",1944,"Minister of Agriculture, Minister of Environment","PP",15810,23,4,1995,23apr1995,11,5,1999,11may1999,0
"Iceland",22,434,"Blondal","Male",1938,"Minister of Communications","IP",15620,23,4,1995,23apr1995,27,5,1999,27may1999,0
"Iceland",22,404,"Bjarnason","Male",1944,"Minister of Education","IP",15620,23,4,1995,23apr1995,27,5,1999,27may1999,0
"Iceland",22,3955,"Sophusson","Male",1943,"Minister of Finance","IP",15620,23,4,1995,23apr1995,16,4,1998,16apr1998,0
"Iceland",22,1559,"Haarde","Male",1951,"Minister of Finance","IP",15620,17,4,1998,17apr1998,27,5,1999,27may1999,0
"Iceland",22,167,"Asgrimsson","Male",1947,"Minister of Foreign Affairs","PP",15810,23,4,1995,23apr1995,27,5,1999,27may1999,0
"Iceland",22,3175,"Palmadottir","Female",1949,"Minister of Health and Insurance","PP",15810,23,4,1995,23apr1995,27,5,1999,27may1999,0
"Iceland",22,3047,"Oddsson","Male",1948,"Minister of Justice and Church Affairs, Minister of Fisheries","IP",15620,12,5,1999,12may1999,27,5,1999,27may1999,0
"Iceland",22,3178,"Palsson","Male",1947,"Minister of Justice and Church Affairs, Minister of Fisheries","IP",15620,23,4,1995,23apr1995,11,5,1999,11may1999,0
"Iceland",22,3321,"Petursson","Male",1937,"Minister of Social Affairs","PP",15810,23,4,1995,23apr1995,27,5,1999,27may1999,0
"Iceland",22,1808,"Ingolfsson","Male",1954,"Minister of Trade, Minister of Industry","PP",15810,23,4,1995,23apr1995,27,5,1999,27may1999,0
"Iceland",22,3047,"Oddsson","Male",1948,"Prime Minister","IP",15620,23,4,1995,23apr1995,27,5,1999,27may1999,0
"Iceland",23,28,"Agustsson","Male",1949,"Minister of Agriculture","PP",15810,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,451,"Bodvarsson","Male",1945,"Minister of Communications","IP",15620,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,3087,"Olrich","Male",1943,"Minister of Education","IP",15620,3,3,2002,03mar2002,22,5,2003,22may2003,0
"Iceland",23,404,"Bjarnason","Male",1944,"Minister of Education","IP",15620,28,5,1999,28may1999,2,3,2002,02mar2002,0
"Iceland",23,1308,"Fridleifsdottir","Female",1962,"Minister of Environment","PP",15810,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,1559,"Haarde","Male",1951,"Minister of Finance","IP",15620,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,2623,"Mathiesen","Male",1958,"Minister of Fisheries","IP",15620,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,167,"Asgrimsson","Male",1947,"Minister of Foreign Affairs","PP",15810,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,3175,"Palmadottir","Female",1949,"Minister of Health and Insurance","PP",15810,28,5,1999,28may1999,14,4,2001,14apr2001,0
"Iceland",23,2228,"Kristjansson","Male",1942,"Minister of Health and Insurance","PP",15810,15,4,2001,15apr2001,22,5,2003,22may2003,0
"Iceland",23,3320,"Petursdottir","Female",1952,"Minister of Justice and Church Affairs, Minister of Fisheries","IP",15620,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,3321,"Petursson","Male",1937,"Minister of Social Affairs","PP",15810,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",23,4091,"Sverrisdottir","Female",1950,"Minister of Trade, Minister of Industry","PP",15810,1,1,2000,01jan2000,22,5,2003,22may2003,0
"Iceland",23,1808,"Ingolfsson","Male",1954,"Minister of Trade, Minister of Industry","PP",15810,28,5,1999,28may1999,31,12,1999,31dec1999,0
"Iceland",23,3047,"Oddsson","Male",1948,"Prime Minister","IP",15620,28,5,1999,28may1999,22,5,2003,22may2003,0
"Iceland",24,28,"Agustsson","Male",1949,"Minister of Agriculture","PP",15810,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,451,"Bodvarsson","Male",1945,"Minister of Communications","IP",15620,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,3087,"Olrich","Male",1943,"Minister of Education","IP",15620,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,1308,"Fridleifsdottir","Female",1962,"Minister of Environment","PP",15810,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,1559,"Haarde","Male",1951,"Minister of Finance","IP",15620,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,2623,"Mathiesen","Male",1958,"Minister of Fisheries","IP",15620,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,167,"Asgrimsson","Male",1947,"Minister of Foreign Affairs","PP",15810,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,2228,"Kristjansson","Male",1942,"Minister of Health and Insurance","PP",15810,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,404,"Bjarnason","Male",1944,"Minister of Justice and Church Affairs","IP",15620,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,4091,"Sverrisdottir","Female",1950,"Minister of Trade, Minister of Industry","PP",15810,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",24,3047,"Oddsson","Male",1948,"Prime Minister","IP",15620,23,5,2003,23may2003,14,9,2004,14sep2004,0
"Iceland",25,28,"Agustsson","Male",1949,"Minister of Agriculture","PP",15810,15,9,2004,15sep2004,14,6,2006,14jun2006,0
"Iceland",25,451,"Bodvarsson","Male",1945,"Minister of Communications","IP",15620,15,9,2004,15sep2004,14,6,2006,14jun2006,0
"Iceland",25,1542,"Gunnarsdottir","Female",1965,"Minister of Education","IP",15620,15,9,2004,15sep2004,14,6,2006,14jun2006,0
"Iceland",25,4179,"Thordardottir","Female",1946,"Minister of Environment","IP",15620,15,9,2004,15sep2004,14,6,2006,14jun2006,0
"Iceland",25,1559,"Haarde","Male",1951,"Minister of Finance","IP",15620,15,9,2004,15sep2004,27,9,2005,27sep2005,0
"Iceland",25,2623,"Mathiesen","Male",1958,"Minister of Finance","IP",15620,28,9,2005,28sep2005,14,6,2006,14jun2006,0
"Iceland",25,2623,"Mathiesen","Male",1958,"Minister of Fisheries","IP",15620,15,9,2004,15sep2004,27,9,2005,27sep2005,0
"Iceland",25,1528,"Gudfinnsson","Male",1955,"Minister of Fisheries","IP",15620,28,9,2005,28sep2005,14,6,2006,14jun2006,0
"Iceland",25,1559,"Haarde","Male",1951,"Minister of Foreign Affairs","IP",15620,28,9,2005,28sep2005,14,6,2006,14jun2006,0
"Iceland",25,3047,"Oddsson","Male",1948,"Minister of Foreign Affairs","IP",15620,15,9,2004,15sep2004,27,9,2005,27sep2005,0
"Iceland",25,2228,"Kristjansson","Male",1942,"Minister of Health and Insurance","PP",15810,15,9,2004,15sep2004,7,3,2006,07mar2006,0
"Iceland",25,1308,"Fridleifsdottir","Female",1962,"Minister of Health and Insurance","PP",15810,8,3,2006,08mar2006,14,6,2006,14jun2006,0
"Iceland",25,404,"Bjarnason","Male",1944,"Minister of Justice and Church Affairs","IP",15620,15,9,2004,15sep2004,14,6,2006,14jun2006,0
"Iceland",25,2228,"Kristjansson","Male",1942,"Minister of Social Affairs","PP",15810,8,3,2006,08mar2006,14,6,2006,14jun2006,0
"Iceland",25,2519,"Magnusson","Male",1965,"Minister of Social Affairs","PP",15810,15,9,2004,15sep2004,7,3,2006,07mar2006,0
"Iceland",25,4091,"Sverrisdottir","Female",1950,"Minister of Trade, Minister of Industry","PP",15810,15,9,2004,15sep2004,14,6,2006,14jun2006,0
"Iceland",25,167,"Asgrimsson","Male",1947,"Prime Minister","PP",15810,15,9,2004,15sep2004,14,6,2006,14jun2006,0
"Iceland",26,28,"Agustsson","Male",1949,"Minister of Agriculture","PP",15810,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,451,"Bodvarsson","Male",1945,"Minister of Communications","IP",15620,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,1542,"Gunnarsdottir","Female",1965,"Minister of Education","IP",15620,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,405,"Bjartmarz","Female",1952,"Minister of Environment","PP",15810,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,2623,"Mathiesen","Male",1958,"Minister of Finance","IP",15620,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,1528,"Gudfinnsson","Male",1955,"Minister of Fisheries","IP",15620,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,4091,"Sverrisdottir","Female",1950,"Minister of Foreign Affairs","PP",15810,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,1308,"Fridleifsdottir","Female",1962,"Minister of Health and Insurance","PP",15810,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,404,"Bjarnason","Male",1944,"Minister of Justice and Church Affairs","IP",15620,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,4008,"Stefansson","Male",1960,"Minister of Social Affairs","PP",15810,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,3859,"Sigurdsson","Male",1946,"Minister of Trade, Minister of Industry","PP",15810,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",26,1559,"Haarde","Male",1951,"Prime Minister","IP",15620,15,6,2006,15jun2006,23,5,2007,23may2007,0
"Iceland",27,2804,"Moller","Male",1953,"Minister of Communications","SDA",15328,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,1542,"Gunnarsdottir","Female",1965,"Minister of Education","IP",15620,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,4087,"Sveinbjarnardottir","Female",1965,"Minister of Environment","SDA",15328,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,2623,"Mathiesen","Male",1958,"Minister of Finance","IP",15620,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,1528,"Gudfinnsson","Male",1955,"Minister of Fisheries and Minister of Agriculture","IP",15620,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,1431,"Gisladottir","Female",1954,"Minister of Foreign Affairs","SDA",15328,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,3404,"Pordarson","Male",1967,"Minister of Health and Insurance","IP",15620,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,3899,"Skarphedinsson","Male",1953,"Minister of Industry","SDA",15328,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,404,"Bjarnason","Male",1944,"Minister of Justice and Church Affairs","IP",15620,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,3857,"Sigurdardottir","Female",1942,"Minister of Social Affairs","SDA",15328,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,3860,"Sigurdsson","Male",1970,"Minister of Trade","SDA",15328,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",27,1559,"Haarde","Male",1951,"Prime Minister","IP",15620,24,5,2007,24may2007,31,1,2009,31jan2009,0
"Iceland",28,2804,"Moller","Male",1953,"Minister of Communications","SDA",15328,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,1847,"Jakobsdottir","Female",1976,"Minister of Education","LG",15111,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,1583,"Halldorsdottir","Female",1955,"Minister of Environment","LG",15111,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,3856,"Sigfusson","Male",1955,"Minister of Finance, Minister of Fisheries and Agriculture","LG",15111,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,3899,"Skarphedinsson","Male",1953,"Minister of Foreign Affairs, Minister of Industry","SDA",15328,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,1918,"Jonasson","Male",1948,"Minister of Health","LG",15111,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,158,"Arnadottir","Female",1966,"Minister of Justice and Church Affairs","IND",,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,1905,"Johannesdottir","Female",1949,"Minister of Social Affairs and Insurance","SDA",15328,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,2520,"Magnusson","Male",1966,"Minister of Trade","IND",,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",28,3857,"Sigurdardottir","Female",1942,"Prime Minister","SDA",15328,1,2,2009,01feb2009,9,5,2009,09may2009,0
"Iceland",29,1918,"Jonasson","Male",1948,"Minister of Communications","LG",15111,3,9,2010,03sep2010,22,5,2013,22may2013,0
"Iceland",29,2804,"Moller","Male",1953,"Minister of Communications","SDA",15328,10,5,2009,10may2009,2,9,2010,02sep2010,0
"Iceland",29,1847,"Jakobsdottir","Female",1976,"Minister of Education","LG",15111,10,5,2009,10may2009,22,5,2013,22may2013,0
"Iceland",29,4086,"Svavarsdottir","Female",1964,"Minister of Environment","LG",15111,10,5,2009,10may2009,22,5,2013,22may2013,0
"Iceland",29,3856,"Sigfusson","Male",1955,"Minister of Finance","LG",15111,10,5,2009,10may2009,30,12,2011,30dec2011,0
"Iceland",29,1617,"Hardardottir","Female",1957,"Minister of Finance","SDA",15328,31,12,2011,31dec2011,30,9,2012,30sep2012,0
"Iceland",29,1940,"Juliusdottir","Female",1974,"Minister of Finance","SDA",15328,1,10,2012,01oct2012,22,5,2013,22may2013,0
"Iceland",29,403,"Bjarnason","Male",1943,"Minister of Fisheries and Agriculture","LG",15111,10,5,2009,10may2009,30,12,2011,30dec2011,0
"Iceland",29,3856,"Sigfusson","Male",1955,"Minister of Fisheries and Agriculture","LG",15111,31,12,2011,31dec2011,31,8,2012,31aug2012,0
"Iceland",29,3899,"Skarphedinsson","Male",1953,"Minister of Foreign Affairs","SDA",15328,10,5,2009,10may2009,22,5,2013,22may2013,0
"Iceland",29,1603,"Hannesson","Male",1950,"Minister of Health","SDA",15328,3,9,2010,03sep2010,22,5,2013,22may2013,0
"Iceland",29,1806,"Ingadottir","Female",1951,"Minister of Health","LG",15111,1,10,2009,01oct2009,2,9,2010,02sep2010,0
"Iceland",29,1918,"Jonasson","Male",1948,"Minister of Health","LG",15111,10,5,2009,10may2009,30,9,2009,30sep2009,0
"Iceland",29,3856,"Sigfusson","Male",1955,"Minister of Industries and Innovation","LG",15111,1,9,2012,01sep2012,22,5,2013,22may2013,0
"Iceland",29,1940,"Juliusdottir","Female",1974,"Minister of Industry","SDA",15328,10,5,2009,10may2009,22,5,2013,22may2013,0
"Iceland",29,1918,"Jonasson","Male",1948,"Minister of Justice and Church Affairs","LG",15111,3,9,2010,03sep2010,22,5,2013,22may2013,0
"Iceland",29,158,"Arnadottir","Female",1966,"Minister of Justice and Church Affairs","IND",,10,5,2009,10may2009,2,9,2010,02sep2010,0
"Iceland",29,160,"Arnason","Male",1966,"Minister of Social Affairs and Insurance","SDA",15328,10,5,2009,10may2009,2,9,2010,02sep2010,0
"Iceland",29,1603,"Hannesson","Male",1950,"Minister of Social Affairs and Insurance","SDA",15328,3,9,2010,03sep2010,22,5,2013,22may2013,0
"Iceland",29,2520,"Magnusson","Male",1966,"Minister of Trade","IND",,10,5,2009,10may2009,2,9,2010,02sep2010,0
"Iceland",29,3856,"Sigfusson","Male",1955,"Minister of Trade","LG",15111,31,12,2011,31dec2011,22,5,2013,22may2013,0
"Iceland",29,160,"Arnason","Male",1966,"Minister of Trade","SDA",15328,3,9,2010,03sep2010,30,12,2011,30dec2011,0
"Iceland",29,3857,"Sigurdardottir","Female",1942,"Prime Minister","SDA",15328,10,5,2009,10may2009,22,5,2013,22may2013,0
"Iceland",30,4088,"Sveinsson","Male",1968,"Minister for Foreign Affairs","PP",15810,23,5,2013,23may2013,,,,,0
"Iceland",30,1907,"Johannsson","Male",1962,"Minister for the Environment and Natural Resources","PP",15810,23,5,2013,23may2013,30,12,2014,30dec2014,0
"Iceland",30,2518,"Magnusdottir","Female",1944,"Minister for the Environment and Natural Resources","PP",15810,31,12,2014,31dec2014,,,,,0
"Iceland",30,1543,"Gunnarsson","Male",1967,"Minister of Education, Science and Culture","IP",15620,23,5,2013,23may2013,,,,,0
"Iceland",30,336,"Benediktsson","Male",1970,"Minister of Finance and Economic Affairs","IP",15620,23,5,2013,23may2013,,,,,0
"Iceland",30,1907,"Johannsson","Male",1962,"Minister of Fisheries and Agriculture","PP",15810,23,5,2013,23may2013,,,,,0
"Iceland",30,1941,"Juliusson","Male",1957,"Minister of Health","IP",15620,23,5,2013,23may2013,,,,,0
"Iceland",30,159,"Arnadottir","Female",1967,"Minister of Industry and Commerce","IP",15620,23,5,2013,23may2013,,,,,0
"Iceland",30,1618,"Hardardottir","Female",1972,"Minister of Social Affairs and Housing","PP",15810,23,5,2013,23may2013,,,,,0
"Iceland",30,2227,"Kristjansdottir","Female",1966,"Minister of the Interior","IP",15620,23,5,2013,23may2013,4,12,2014,04dec2014,0
"Iceland",30,3006,"Nordal","Female",1966,"Minister of the Interior","IP",15620,4,12,2014,04dec2014,,,,,0
"Iceland",30,1544,"Gunnlaugsson","Male",1975,"Prime Minister","PP",15810,23,5,2013,23may2013,,,,,0
"Israel",34,1130,"Eitan","Male",1929,"Minister of Agriculture","Tsomet",72613,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,3345,"Pinhasi","Male",1940,"Minister of Communications","Shas",72533,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,3827,"Sharon","Male",1928,"Minister of Construction and Housing","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,148,"Arens","Male",1925,"Minister of Defence","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2515,"Magen","Male",1945,"Minister of Economics and Planning","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,1593,"Hammer","Male",1936,"Minister of Education and Culture","NRP",72530,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2943,"Ne'eman","Male",1925,"Minister of Energy and Infrastructure, Science and Technology","Tehiya",72612,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2791,"Moda'i","Male",1926,"Minister of Finance","PZI",,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,3085,"Olmert","Male",1945,"Minister of Health","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,3283,"Peretz","Male",1938,"Minister of Immigrants' Absorption","IND",,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2696,"Meridor","Male",1947,"Minister of Justice","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2757,"Milo","Male",1949,"Minister of Police","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,3818,"Shaki","Male",1928,"Minister of Religious Affairs","NRP",72530,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,3229,"Patt","Male",1933,"Minister of Tourism","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2033,"Katsav","Male",1945,"Minister of Transport","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,984,"Deri","Male",1959,"Minister of the Interior","Shas",72533,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,3823,"Shamir","Male",1937,"Prime Minister, Minister of Labour and Social Welfare, Minister of Environment, Minister for Jerusalem Affairs","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2378,"Levy","Male",1937,"Vice Premier, Minister of Foreign Affairs","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",34,2993,"Nissim","Male",1935,"Vice Premier, Minister of Industry and Trade","Likud",72622,11,6,1990,11jun1990,4,2,1991,04feb1991,0
"Israel",35,1130,"Eitan","Male",1929,"Minister of Agriculture","Tsomet",72613,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,3345,"Pinhasi","Male",1940,"Minister of Communications","Shas",72533,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,3827,"Sharon","Male",1928,"Minister of Construction and Housing","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,148,"Arens","Male",1925,"Minister of Defence","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,2515,"Magen","Male",1945,"Minister of Economics and Planning","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,1593,"Hammer","Male",1936,"Minister of Education and Culture","NRP",72530,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,2943,"Ne'eman","Male",1925,"Minister of Energy and Infrastructure, Science and Technology","Tehiya",72612,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,2791,"Moda'i","Male",1926,"Minister of Finance","PZI",,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,3085,"Olmert","Male",1945,"Minister of Health","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,3283,"Peretz","Male",1938,"Minister of Immigrants' Absorption","IND",,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,2696,"Meridor","Male",1947,"Minister of Justice","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,2757,"Milo","Male",1949,"Minister of Police","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,3818,"Shaki","Male",1928,"Minister of Religious Affairs","NRP",72530,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,3229,"Patt","Male",1933,"Minister of Tourism","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
"Israel",35,2033,"Katsav","Male",1945,"Minister of Transport","Likud",72622,5,2,1991,05feb1991,29,12,1991,29dec1991,0
